Mineral,id,xcoord,ycoord
Iron,10,22.99256725,-28.4000605
Iron,10,18.56179077,-31.44882363
Iron,10,18.28399914,-31.47197293
Iron,10,18.61271924,-31.66179721
Iron,10,27.24683031,-25.94854937
Lead,11,30.37719472,-25.60362477
Lead,11,28.83776611,-26.06892575
Lead,11,28.83082132,-25.9578091
Lead,11,28.775263,-25.98558826
Lead,11,28.78452272,-26.01568235
Lead,11,28.82850639,-25.48093347
Lead,11,28.13865718,-24.19151732
Lead,11,28.72433453,-23.17063308
Lead,11,26.39319978,-24.82349328
Lead,11,27.46964234,-24.6105197
Lead,11,26.18485606,-25.7517803
Lead,11,26.31912201,-25.75409523
Lead,11,26.44181331,-25.82585807
Lead,11,27.85392076,-25.81428342
Lead,11,27.83077146,-25.83048793
Lead,11,27.86086555,-25.89993584
Lead,11,27.99281658,-25.86289696
Lead,11,28.41876374,-25.67770254
Lead,11,23.29350819,-28.84684204
Lead,11,23.34906651,-28.94406911
Lead,11,22.91848949,-29.16630241
Lead,11,18.71457617,-29.24038018
Lead,11,18.77013449,-29.25889962
Lead,11,20.79801338,-29.06907534
Lead,11,17.38117635,-28.86304655
Lead,11,30.90904995,-22.31295143
Nickel,13,29.22204453,-30.81221781
Nickel,13,30.58901084,-25.71242649
Nickel,13,31.16079861,-25.65686816
Nickel,13,30.99412363,-22.32568355
Nickel,13,27.50668122,-26.02957193
Nickel,13,21.78185874,-29.32371767
Nickel,13,29.40666022,-25.36055709
Nickel,13,18.61908529,-30.59229944
Platinum,3,28.90313989,-24.01825249
Platinum,3,28.92347512,-24.04621343
Platinum,3,29.85635363,-24.29531995
Platinum,3,29.54878333,-24.34869992
Platinum,3,29.43185578,-24.35378373
Platinum,3,30.04953828,-24.50375602
Platinum,3,30.09020874,-24.54442648
Platinum,3,30.11562777,-24.60543216
Platinum,3,30.06733161,-24.90029294
Platinum,3,29.5996214,-25.26378511
Platinum,3,28.58794388,-24.46816938
Platinum,3,27.32461794,-24.78336539
Platinum,3,27.34241126,-24.84437107
Platinum,3,27.13143328,-24.98925956
Platinum,3,27.11872377,-25.47222119
Platinum,3,27.15939422,-25.47349214
Platinum,3,27.30682461,-25.69463773
Platinum,3,27.32715984,-25.72386961
Platinum,3,27.39960408,-25.72641152
Platinum,3,27.45044215,-25.70607629
Platinum,3,27.50000926,-25.70988914
Platinum,3,27.78978624,-25.67557345
Titanium,15,27.45517403,-33.26720133
Titanium,15,28.27697426,-32.72145653
Titanium,15,28.47605826,-32.59182044
Titanium,15,29.10571929,-31.97604899
Titanium,15,29.45758869,-31.62880945
Titanium,15,30.47963039,-30.59635057
Titanium,15,30.71575327,-30.22711919
Titanium,15,30.7481623,-30.15998622
Titanium,15,30.38587571,-28.96895461
Titanium,15,30.99585983,-28.96548221
Titanium,15,31.59774169,-29.05460703
Titanium,15,31.88479304,-28.89719177
Titanium,15,32.09429423,-28.73861905
Titanium,15,32.27254386,-28.69579284
Titanium,15,32.27138639,-28.59625084
Titanium,15,32.34546416,-28.47703193
Titanium,15,32.466998,-28.18766565
Titanium,15,30.40323769,-26.17599127
Titanium,15,29.91710234,-24.84490638
Titanium,15,30.33899838,-23.91314696
Titanium,15,26.39840837,-27.31435822
Titanium,15,26.5500363,-27.22349721
Titanium,15,17.5935712,-30.66001115
Titanium,15,17.89798452,-31.30703415
Uranium,16,27.70113537,-28.97647813
Uranium,16,27.88632978,-28.58293999
Uranium,16,28.88174979,-28.58756985
Uranium,16,26.72076241,-28.16856748
Uranium,16,26.07142448,-26.72983833
Uranium,16,26.48116713,-26.80160117
Uranium,16,26.40014457,-26.89651331
Uranium,16,20.09890445,-29.20449876
Uranium,16,20.15677771,-29.23227792
Uranium,16,20.11742389,-29.45914109
Uranium,16,17.00152779,-29.33413485
Uranium,16,17.48534821,-29.80638062
Uranium,16,17.63118881,-29.88277332
Uranium,16,18.09880472,-29.01004462
Uranium,16,20.53642627,-32.51021914
Uranium,16,21.10821404,-32.54031324
Uranium,16,21.22859041,-32.45466082
Uranium,16,21.99714725,-31.55415295
Uranium,16,22.05502051,-32.13751538
Uranium,16,22.18234167,-32.36206361
Uranium,16,22.14530279,-32.40141742
Uranium,16,22.64764265,-32.4222518
Uranium,16,22.57124995,-32.60744621
Uranium,16,22.53189614,-32.62828059
Uranium,16,20.9369092,-32.89681249
Uranium,16,22.01103683,-32.9662604
Uranium,16,22.87219088,-32.66300454
Uranium,16,23.08516446,-32.59355663
Uranium,16,23.30276791,-32.48012505
Uranium,16,23.3560113,-32.3921577
Uranium,16,23.14072279,-32.11899593
Uranium,16,24.22411014,-31.67684426
Uranium,16,24.51347642,-31.54720816
Zink,18,31.35872515,-25.61404195
Zink,18,29.70817988,-26.27379707
Zink,18,30.39339924,-23.96349669
Zink,18,29.32158653,-24.68344
Zink,18,29.14565184,-25.47051628
Zink,18,27.28213299,-26.10943703
Zink,18,24.28777072,-27.43473459
Zink,18,26.03785799,-25.7517803
Zink,18,17.37886142,-28.80517329
Zink,18,18.17982728,-29.66632734
Zink,18,18.95301398,-29.24269511
Zink,18,19.89056073,-31.469658
Zink,18,22.17713308,-29.85730909
Zink,18,22.23500633,-29.8503643
Zink,18,22.31371396,-29.93485925
Zink,18,22.28824973,-29.98115786
Zink,18,21.55788924,-29.03550885
Zink,18,23.47696641,-28.59798704
Zink,18,21.05207698,-28.29588864
