,year_month,Aluminium_price,Copper_price,Gold_price,Lead_price,Nickel_price,Platinum_price,Uranium_price,Zinc_price,Iron_price,Coal_price,Titanium_price,Diamond_price
75,2018-04,3.3552901660851755,3.836084144535547,3.125226535040099,3.371501939751055,4.144544241813198,2.9660947794461707,1.3173169960921898,3.503396030988186,1.8178957571617955,1.9652957958116561,0.9931671932399502,2.3346547668832414
76,2018-05,3.3611311409634754,3.8344458028145634,3.116324442807877,3.3731226099017775,4.157451598499142,2.957110443471962,1.3433147936994099,3.485583213092229,1.8202014594856402,2.0081315622406626,1.0043385732235233,2.3376588910261424
77,2018-06,3.3490646538910958,3.8429745636184816,3.1078254172222914,3.3867282186330248,4.18024981867718,2.947600349199709,1.364416974528374,3.4897576496030345,1.8131805325860118,2.016531940957265,0.9936698489464141,2.334051440346892
78,2018-07,3.31504909197208,3.7959321295552333,3.091772180997346,3.3438068054218784,4.140057859911316,2.9209972605488708,1.3762292432814096,3.4242485095261084,1.809963521714014,2.0253877998904075,0.9954245765129646,2.3364597338485296
79,2018-08,3.316414702925908,3.7815433885841436,3.0798564241765596,3.312388949370592,4.1271954598350415,2.905640997347757,1.4183733554503186,3.3997561068520343,1.8270460170047342,1.99334803992326,0.9954245765129646,2.333850145102545
80,2018-09,3.313466472658235,3.781810106665082,3.078266382766267,3.305534078686047,4.097269460048525,2.9056987601841606,1.4341485240943936,3.3864409962993878,1.8353100008690626,2.0091958535195213,1.0050732130636042,2.333850145102545
81,2018-10,3.3098059970270852,3.7937615441024475,3.085061336499737,3.2984614940418124,4.089967280642723,2.9197751944228614,1.4420364548047042,3.4270378096293905,1.8657552240714517,2.001474096691733,1.003848122034298,2.3324384599156054
82,2018-11,3.290216794605868,3.7921058334942495,3.0875691588338774,3.2870404371900372,4.050755334304803,2.928159415730466,1.4616485680634548,3.4142533563416486,1.8648669143285261,1.9618006391916785,0.9886169183932283,2.3316297176299323
83,2018-12,3.283925792010641,3.7835688570952795,3.0974586145899776,3.294976451500738,4.0350809406894665,2.899765801944386,1.4582978333206533,3.4176857938833534,1.8397921844453293,1.9795938958489303,0.9893786160136259,2.3324384599156054
84,2019-01,3.271234183099355,3.7737208039937533,3.1113692900180863,3.3004077193288563,4.061353078981988,2.9078888698737124,1.4611124681535046,3.409883192726237,1.8817269353764179,1.9604232070778296,0.9979190950420423,2.3332456989619628
85,2019-02,3.276047993296864,3.7993741542740356,3.120107856505074,3.3144544910217277,4.102837024574803,2.913802818339028,1.456366033129043,3.432518336079099,1.9455670534423886,1.9251057268096639,0.9919080027901274,2.333850145102545
86,2019-03,3.277631040340979,3.808849738876028,3.114170077068188,3.3110041698693644,4.114820202712277,2.924607269277562,1.4297119161860397,3.454935555316745,1.9368654589756225,1.8965813275057328,0.9964241039550911,2.3348556896172914
87,2019-04,3.2706730144638385,3.8087754251793022,3.1089244454006244,3.2875750093373326,4.106328186756925,2.9496526809842223,1.4102709642521842,3.467260234770943,1.9717395908877782,1.8602780997522348,0.9974213362690398,2.333850145102545
88,2019-05,3.2575700162463743,3.7794453104053054,3.109578421923943,3.2589222042581194,4.080260470030018,2.9210117308415326,1.3913762391696494,3.438195648789087,2.000650953629595,1.8384082784941869,1.0075130761207034,2.3312247810207323
89,2019-06,3.251120895215031,3.769541632614019,3.133332697276302,3.278685022725684,4.076814690758023,2.90920288772572,1.3904051564800808,3.414501213770138,2.0371873709371133,1.7989267385772014,0.9944227433538193,2.3287872003545345
90,2019-07,3.2599261146999257,3.7738738545582025,3.150695505905858,3.295440402300442,4.131651435318462,2.9259038904852215,1.4024177159631728,3.388836481254346,2.080048967578852,1.8181598863971853,0.9944227433538193,2.328583449714202
91,2019-08,3.248019999868997,3.75659354957519,3.174558616345799,3.3106427453663105,4.196876604472747,2.935359000612627,1.4028083037059345,3.3567972811060747,1.9688097139128582,1.7812525942484565,0.995924627785139,2.3283796034387376
92,2019-09,3.2502747484589487,3.760365930980668,3.178003728284397,3.316357311521322,4.2473377759460105,2.974110833140292,1.4049191992463144,3.36764650730157,1.9688563746146923,1.7879561232839318,0.9971722427824846,2.3242824552976926
93,2019-10,3.2389091406971042,3.7594114613954526,3.1754062495592588,3.3394548980192336,4.232927090402195,2.954045870719345,1.3930408278509065,3.388202400511768,1.9470904642196218,1.828917561616686,0.9966736267898226,2.3248994970523134
94,2019-11,3.2474241215891984,3.767992715602579,3.1693453269144314,3.307764396448014,4.182134652727587,2.9559185431882895,1.4010557257718437,3.385769220476808,1.9293167267534956,1.8669958131106479,1.0327959877382653,2.322219294733919
95,2019-12,3.25089246744433,3.7826304393169434,3.1698089496459323,3.2786101457954984,4.1398869539836305,2.965974019092653,1.40670235163894,3.356595136704202,1.9668454236549164,1.8809849904867535,1.0327959877382653,2.322219294733919
