latitude,longitude,Mineral,id,xcoord,ycoord,n,distance,feature_x,feature_y,nearest_x,nearest_y,left,bottom,right,top,Grid_id,ADM3
-25.701930000000001,28.276779999999999,Copper,"9",28.346422170000000,-25.740205650000000,"1",0.079467334328210,28.276779999999999,-25.701930000000001,28.346422170000000,-25.740205650000000,28.160000000000000,-25.760000000000002,28.320000000000000,-25.600000000000001,"3339",Nokeng tsa Taemane Local Municipality
-25.696510000000000,27.401530000000001,Platinum,"3",27.399604080000000,-25.726411519999999,"1",0.029963478872734,27.401530000000001,-25.696510000000000,27.399604080000000,-25.726411519999999,27.359999999999999,-25.760000000000002,27.520000000000003,-25.600000000000001,"3278",Local Municipality of Madibeng
-25.683299999999999,30.033300000000001,Coal,"20",29.990022639999999,-25.691592119999999,"1",0.044064601923359,30.033300000000001,-25.683299999999999,29.990022639999999,-25.691592119999999,29.920000000000002,-25.760000000000002,30.079999999999998,-25.600000000000001,"803",Highlands Local Municipality
-25.678260000000002,28.308679999999999,Copper,"9",28.346422170000000,-25.740205650000000,"1",0.072537817379842,28.308679999999999,-25.678260000000002,28.346422170000000,-25.740205650000000,28.160000000000000,-25.760000000000002,28.320000000000000,-25.600000000000001,"3339",Nokeng tsa Taemane Local Municipality
-25.678000000000001,27.365110000000001,Platinum,"3",27.399604080000000,-25.726411519999999,"1",0.059443391758517,27.365110000000001,-25.678000000000001,27.399604080000000,-25.726411519999999,27.359999999999999,-25.760000000000002,27.520000000000003,-25.600000000000001,"3278",Local Municipality of Madibeng
-25.675719999999998,29.991790000000002,Coal,"20",29.990022639999999,-25.691592119999999,"1",0.015970214609204,29.991790000000002,-25.675719999999998,29.990022639999999,-25.691592119999999,29.920000000000002,-25.760000000000002,30.079999999999998,-25.600000000000001,"803",Highlands Local Municipality
-25.675599999999999,28.522200000000002,Diamond (Kimberline),"5",28.504061069999999,-25.680657260000000,"1",0.018830737113895,28.522200000000002,-25.675599999999999,28.504061069999999,-25.680657260000000,28.480000000000000,-25.760000000000002,28.640000000000001,-25.600000000000001,"3345",Nokeng tsa Taemane Local Municipality
-25.671980000000001,28.736580000000000,Gold,"1",28.720122849999999,-25.497004740000001,"1",0.175747487601360,28.736580000000000,-25.671980000000001,28.720122849999999,-25.497004740000001,28.640000000000001,-25.760000000000002,28.800000000000001,-25.600000000000001,"3348",Nokeng tsa Taemane Local Municipality
-25.670320000000000,28.154720000000001,Iron,"10",28.152546760000000,-25.767984819999999,"1",0.097688996502829,28.154720000000001,-25.670320000000000,28.152546760000000,-25.767984819999999,28.000000000000000,-25.760000000000002,28.160000000000000,-25.600000000000001,"3292",City of Tshwane Metropolitan Municipalit
-25.670100000000001,28.248049999999999,Copper,"9",28.346422170000000,-25.740205650000000,"1",0.120796879067430,28.248049999999999,-25.670100000000001,28.346422170000000,-25.740205650000000,28.160000000000000,-25.760000000000002,28.320000000000000,-25.600000000000001,"3339",Nokeng tsa Taemane Local Municipality
-25.669490000000000,27.519359999999999,Platinum,"3",27.500009259999999,-25.709889140000001,"1",0.044794437727103,27.519359999999999,-25.669490000000000,27.500009259999999,-25.709889140000001,27.359999999999999,-25.760000000000002,27.520000000000003,-25.600000000000001,"3278",Local Municipality of Madibeng
-25.666699999999999,27.250000000000000,Platinum,"3",27.306824610000000,-25.694637730000000,"1",0.063321031728842,27.250000000000000,-25.666699999999999,27.306824610000000,-25.694637730000000,27.200000000000003,-25.760000000000002,27.359999999999999,-25.600000000000001,"1307",Rustenburg Local Municipality
-25.666599999999999,27.250000000000000,Platinum,"3",27.306824610000000,-25.694637730000000,"1",0.063365216051119,27.250000000000000,-25.666599999999999,27.306824610000000,-25.694637730000000,27.200000000000003,-25.760000000000002,27.359999999999999,-25.600000000000001,"1307",Rustenburg Local Municipality
-25.663850000000000,27.231410000000000,Platinum,"3",27.306824610000000,-25.694637730000000,"1",0.081457029899235,27.231410000000000,-25.663850000000000,27.306824610000000,-25.694637730000000,27.200000000000003,-25.760000000000002,27.359999999999999,-25.600000000000001,"1307",Rustenburg Local Municipality
-25.661110000000001,27.610560000000000,Platinum,"3",27.500009259999999,-25.709889140000001,"1",0.120834062307312,27.610560000000000,-25.661110000000001,27.500009259999999,-25.709889140000001,27.520000000000003,-25.760000000000002,27.680000000000000,-25.600000000000001,"3280",Local Municipality of Madibeng
-25.659400000000002,25.725030000000000,Gold,"1",25.949448250000000,-25.696544150000001,"1",0.227471402185604,25.725030000000000,-25.659400000000002,25.949448250000000,-25.696544150000001,25.600000000000001,-25.760000000000002,25.759999999999998,-25.600000000000001,"1314",Mafikeng Local Municipality
-25.658880000000000,28.357410000000002,Lead,"11",28.418763739999999,-25.677702539999999,"1",0.064176081401398,28.357410000000002,-25.658880000000000,28.418763739999999,-25.677702539999999,28.320000000000000,-25.760000000000002,28.480000000000000,-25.600000000000001,"3342",Nokeng tsa Taemane Local Municipality
-25.658020000000000,27.243900000000000,Platinum,"3",27.306824610000000,-25.694637730000000,"1",0.072803603578428,27.243900000000000,-25.658020000000000,27.306824610000000,-25.694637730000000,27.200000000000003,-25.760000000000002,27.359999999999999,-25.600000000000001,"1307",Rustenburg Local Municipality
