left,bottom,right,top,Grid_id,ADM3
28.480000000000000,-28.640000000000001,28.640000000000001,-28.480000000000004,"67",Maluti a Phofung Local Municipality
28.480000000000000,-28.480000000000004,28.640000000000001,-28.320000000000000,"68",Maluti a Phofung Local Municipality
28.640000000000001,-28.800000000000004,28.800000000000001,-28.640000000000001,"72",Maluti a Phofung Local Municipality
28.640000000000001,-28.640000000000001,28.800000000000001,-28.480000000000004,"73",Maluti a Phofung Local Municipality
28.640000000000001,-28.480000000000004,28.800000000000001,-28.320000000000000,"74",Maluti a Phofung Local Municipality
28.640000000000001,-28.320000000000000,28.800000000000001,-28.160000000000004,"75",Maluti a Phofung Local Municipality
28.640000000000001,-28.160000000000004,28.800000000000001,-28.000000000000004,"76",Maluti a Phofung Local Municipality
28.800000000000001,-28.800000000000004,28.960000000000001,-28.640000000000001,"78",Maluti a Phofung Local Municipality
28.800000000000001,-28.640000000000001,28.960000000000001,-28.480000000000004,"79",Maluti a Phofung Local Municipality
28.800000000000001,-28.480000000000004,28.960000000000001,-28.320000000000000,"80",Maluti a Phofung Local Municipality
28.800000000000001,-28.320000000000000,28.960000000000001,-28.160000000000004,"81",Maluti a Phofung Local Municipality
28.800000000000001,-28.160000000000004,28.960000000000001,-28.000000000000004,"82",Maluti a Phofung Local Municipality
28.960000000000001,-28.640000000000001,29.120000000000001,-28.480000000000004,"85",Maluti a Phofung Local Municipality
28.960000000000001,-28.480000000000004,29.120000000000001,-28.320000000000000,"86",Maluti a Phofung Local Municipality
28.960000000000001,-28.320000000000000,29.120000000000001,-28.160000000000004,"87",Maluti a Phofung Local Municipality
28.960000000000001,-28.160000000000004,29.120000000000001,-28.000000000000004,"88",Maluti a Phofung Local Municipality
29.120000000000001,-28.640000000000001,29.280000000000001,-28.480000000000004,"91",Maluti a Phofung Local Municipality
29.120000000000001,-28.480000000000004,29.280000000000001,-28.320000000000000,"92",Maluti a Phofung Local Municipality
29.120000000000001,-28.320000000000000,29.280000000000001,-28.160000000000004,"93",Maluti a Phofung Local Municipality
29.120000000000001,-28.160000000000004,29.280000000000001,-28.000000000000004,"94",Maluti a Phofung Local Municipality
29.120000000000001,-28.000000000000004,29.280000000000001,-27.840000000000003,"95",Maluti a Phofung Local Municipality
29.280000000000001,-28.480000000000004,29.440000000000001,-28.320000000000000,"98",Maluti a Phofung Local Municipality
29.280000000000001,-28.320000000000000,29.440000000000001,-28.160000000000004,"99",Maluti a Phofung Local Municipality
29.280000000000001,-28.160000000000004,29.440000000000001,-28.000000000000004,"100",Maluti a Phofung Local Municipality
29.280000000000001,-28.000000000000004,29.440000000000001,-27.840000000000003,"101",Maluti a Phofung Local Municipality
29.440000000000001,-28.480000000000004,29.600000000000001,-28.320000000000000,"104",Maluti a Phofung Local Municipality
29.440000000000001,-28.320000000000000,29.600000000000001,-28.160000000000004,"105",Maluti a Phofung Local Municipality
29.440000000000001,-28.160000000000004,29.600000000000001,-28.000000000000004,"106",Maluti a Phofung Local Municipality
28.960000000000001,-28.800000000000004,29.120000000000001,-28.640000000000001,"84",Royal Natal National Park
28.960000000000001,-30.560000000000002,29.120000000000001,-30.400000000000002,"30",Matatiele Local Municipality
28.960000000000001,-30.400000000000002,29.120000000000001,-30.240000000000002,"31",Matatiele Local Municipality
28.160000000000000,-30.400000000000002,28.320000000000000,-30.240000000000002,"110",Matatiele Local Municipality
28.160000000000000,-30.240000000000002,28.320000000000000,-30.080000000000002,"111",Matatiele Local Municipality
28.320000000000000,-30.560000000000002,28.480000000000000,-30.400000000000002,"113",Matatiele Local Municipality
28.320000000000000,-30.400000000000002,28.480000000000000,-30.240000000000002,"114",Matatiele Local Municipality
28.320000000000000,-30.240000000000002,28.480000000000000,-30.080000000000002,"115",Matatiele Local Municipality
28.480000000000000,-30.720000000000002,28.640000000000001,-30.560000000000002,"116",Matatiele Local Municipality
28.480000000000000,-30.560000000000002,28.640000000000001,-30.400000000000002,"117",Matatiele Local Municipality
28.480000000000000,-30.400000000000002,28.640000000000001,-30.240000000000002,"118",Matatiele Local Municipality
28.480000000000000,-30.240000000000002,28.640000000000001,-30.080000000000002,"119",Matatiele Local Municipality
28.640000000000001,-30.720000000000002,28.800000000000001,-30.560000000000002,"120",Matatiele Local Municipality
28.640000000000001,-30.560000000000002,28.800000000000001,-30.400000000000002,"121",Matatiele Local Municipality
28.640000000000001,-30.400000000000002,28.800000000000001,-30.240000000000002,"122",Matatiele Local Municipality
28.640000000000001,-30.240000000000002,28.800000000000001,-30.080000000000002,"123",Matatiele Local Municipality
28.800000000000001,-30.720000000000002,28.960000000000001,-30.560000000000002,"124",Matatiele Local Municipality
28.800000000000001,-30.560000000000002,28.960000000000001,-30.400000000000002,"125",Matatiele Local Municipality
28.800000000000001,-30.400000000000002,28.960000000000001,-30.240000000000002,"126",Matatiele Local Municipality
28.800000000000001,-30.240000000000002,28.960000000000001,-30.080000000000002,"127",Matatiele Local Municipality
28.800000000000001,-30.080000000000002,28.960000000000001,-29.920000000000002,"128",Matatiele Local Municipality
29.600000000000001,-30.400000000000002,29.759999999999998,-30.240000000000002,"48",Umzimkhulu Local Municipality
29.600000000000001,-30.240000000000002,29.759999999999998,-30.080000000000002,"49",Umzimkhulu Local Municipality
29.759999999999998,-30.560000000000002,29.920000000000002,-30.400000000000002,"130",Umzimkhulu Local Municipality
29.759999999999998,-30.400000000000002,29.920000000000002,-30.240000000000002,"131",Umzimkhulu Local Municipality
29.759999999999998,-30.240000000000002,29.920000000000002,-30.080000000000002,"132",Umzimkhulu Local Municipality
29.759999999999998,-30.080000000000002,29.920000000000002,-29.920000000000002,"133",Umzimkhulu Local Municipality
29.920000000000002,-30.720000000000002,30.079999999999998,-30.560000000000002,"134",Umzimkhulu Local Municipality
29.920000000000002,-30.560000000000002,30.079999999999998,-30.400000000000002,"135",Umzimkhulu Local Municipality
29.920000000000002,-30.400000000000002,30.079999999999998,-30.240000000000002,"136",Umzimkhulu Local Municipality
29.920000000000002,-30.240000000000002,30.079999999999998,-30.080000000000002,"137",Umzimkhulu Local Municipality
30.079999999999998,-30.560000000000002,30.240000000000002,-30.400000000000002,"140",Umzimkhulu Local Municipality
30.079999999999998,-30.400000000000002,30.240000000000002,-30.240000000000002,"141",Umzimkhulu Local Municipality
29.759999999999998,-30.720000000000002,29.920000000000002,-30.560000000000002,"129",UMuziwabantu Local Municipality
30.079999999999998,-30.720000000000002,30.240000000000002,-30.560000000000002,"139",UMuziwabantu Local Municipality
29.600000000000001,-30.880000000000003,29.759999999999998,-30.720000000000002,"145",UMuziwabantu Local Municipality
29.759999999999998,-30.880000000000003,29.920000000000002,-30.720000000000002,"146",UMuziwabantu Local Municipality
29.920000000000002,-30.880000000000003,30.079999999999998,-30.720000000000002,"147",UMuziwabantu Local Municipality
29.440000000000001,-30.880000000000003,29.600000000000001,-30.720000000000002,"144",Mbizana Local Municipality
30.079999999999998,-30.880000000000003,30.240000000000002,-30.720000000000002,"148",Mbizana Local Municipality
29.440000000000001,-31.200000000000003,29.600000000000001,-31.040000000000003,"150",Mbizana Local Municipality
29.440000000000001,-31.040000000000003,29.600000000000001,-30.880000000000003,"151",Mbizana Local Municipality
29.600000000000001,-31.200000000000003,29.759999999999998,-31.040000000000003,"153",Mbizana Local Municipality
29.600000000000001,-31.040000000000003,29.759999999999998,-30.880000000000003,"154",Mbizana Local Municipality
29.759999999999998,-31.200000000000003,29.920000000000002,-31.040000000000003,"156",Mbizana Local Municipality
29.759999999999998,-31.040000000000003,29.920000000000002,-30.880000000000003,"157",Mbizana Local Municipality
29.920000000000002,-31.360000000000003,30.079999999999998,-31.200000000000003,"158",Mbizana Local Municipality
29.920000000000002,-31.200000000000003,30.079999999999998,-31.040000000000003,"159",Mbizana Local Municipality
29.920000000000002,-31.040000000000003,30.079999999999998,-30.880000000000003,"160",Mbizana Local Municipality
30.079999999999998,-31.360000000000003,30.240000000000002,-31.200000000000003,"161",Mbizana Local Municipality
30.079999999999998,-31.200000000000003,30.240000000000002,-31.040000000000003,"162",Mbizana Local Municipality
30.079999999999998,-31.040000000000003,30.240000000000002,-30.880000000000003,"163",Mbizana Local Municipality
28.480000000000000,-30.880000000000003,28.640000000000001,-30.720000000000002,"166",Umzimvubu Local Municipality
28.640000000000001,-31.040000000000003,28.800000000000001,-30.880000000000003,"168",Umzimvubu Local Municipality
28.640000000000001,-30.880000000000003,28.800000000000001,-30.720000000000002,"169",Umzimvubu Local Municipality
28.800000000000001,-31.200000000000003,28.960000000000001,-31.040000000000003,"170",Umzimvubu Local Municipality
28.800000000000001,-31.040000000000003,28.960000000000001,-30.880000000000003,"171",Umzimvubu Local Municipality
28.800000000000001,-30.880000000000003,28.960000000000001,-30.720000000000002,"172",Umzimvubu Local Municipality
28.960000000000001,-31.200000000000003,29.120000000000001,-31.040000000000003,"173",Umzimvubu Local Municipality
28.960000000000001,-31.040000000000003,29.120000000000001,-30.880000000000003,"174",Umzimvubu Local Municipality
28.960000000000001,-30.880000000000003,29.120000000000001,-30.720000000000002,"175",Umzimvubu Local Municipality
29.120000000000001,-30.880000000000003,29.280000000000001,-30.720000000000002,"178",Umzimvubu Local Municipality
29.280000000000001,-30.880000000000003,29.440000000000001,-30.720000000000002,"181",Umzimvubu Local Municipality
26.079999999999998,-29.600000000000001,26.240000000000002,-29.440000000000001,"186",Naledi Local Municipality
26.079999999999998,-29.440000000000001,26.240000000000002,-29.280000000000001,"187",Naledi Local Municipality
26.240000000000002,-29.760000000000002,26.399999999999999,-29.600000000000001,"191",Naledi Local Municipality
26.240000000000002,-29.600000000000001,26.399999999999999,-29.440000000000001,"192",Naledi Local Municipality
26.240000000000002,-29.440000000000001,26.399999999999999,-29.280000000000001,"193",Naledi Local Municipality
26.399999999999999,-29.760000000000002,26.560000000000002,-29.600000000000001,"197",Naledi Local Municipality
26.399999999999999,-29.600000000000001,26.560000000000002,-29.440000000000001,"198",Naledi Local Municipality
26.399999999999999,-29.440000000000001,26.560000000000002,-29.280000000000001,"199",Naledi Local Municipality
26.560000000000002,-29.760000000000002,26.719999999999999,-29.600000000000001,"203",Naledi Local Municipality
26.560000000000002,-29.600000000000001,26.719999999999999,-29.440000000000001,"204",Naledi Local Municipality
26.560000000000002,-29.440000000000001,26.719999999999999,-29.280000000000001,"205",Naledi Local Municipality
26.719999999999999,-30.080000000000002,26.880000000000003,-29.920000000000002,"207",Naledi Local Municipality
26.719999999999999,-29.920000000000002,26.880000000000003,-29.760000000000002,"208",Naledi Local Municipality
26.719999999999999,-29.760000000000002,26.880000000000003,-29.600000000000001,"209",Naledi Local Municipality
26.719999999999999,-29.600000000000001,26.880000000000003,-29.440000000000001,"210",Naledi Local Municipality
26.719999999999999,-29.440000000000001,26.880000000000003,-29.280000000000001,"211",Naledi Local Municipality
26.880000000000003,-30.240000000000002,27.039999999999999,-30.080000000000002,"212",Naledi Local Municipality
26.880000000000003,-30.080000000000002,27.039999999999999,-29.920000000000002,"213",Naledi Local Municipality
26.880000000000003,-29.920000000000002,27.039999999999999,-29.760000000000002,"214",Naledi Local Municipality
26.880000000000003,-29.760000000000002,27.039999999999999,-29.600000000000001,"215",Naledi Local Municipality
26.880000000000003,-29.600000000000001,27.039999999999999,-29.440000000000001,"216",Naledi Local Municipality
27.039999999999999,-30.240000000000002,27.200000000000003,-30.080000000000002,"218",Naledi Local Municipality
27.039999999999999,-30.080000000000002,27.200000000000003,-29.920000000000002,"219",Naledi Local Municipality
27.039999999999999,-29.920000000000002,27.200000000000003,-29.760000000000002,"220",Naledi Local Municipality
27.039999999999999,-29.760000000000002,27.200000000000003,-29.600000000000001,"221",Naledi Local Municipality
27.039999999999999,-29.600000000000001,27.200000000000003,-29.440000000000001,"222",Naledi Local Municipality
27.200000000000003,-30.080000000000002,27.359999999999999,-29.920000000000002,"225",Naledi Local Municipality
26.079999999999998,-30.240000000000002,26.240000000000002,-30.080000000000002,"182",Kopanong Local Municipality
26.079999999999998,-30.080000000000002,26.240000000000002,-29.920000000000002,"183",Kopanong Local Municipality
26.079999999999998,-29.920000000000002,26.240000000000002,-29.760000000000002,"184",Kopanong Local Municipality
26.079999999999998,-29.760000000000002,26.240000000000002,-29.600000000000001,"185",Kopanong Local Municipality
26.240000000000002,-30.080000000000002,26.399999999999999,-29.920000000000002,"189",Kopanong Local Municipality
26.240000000000002,-29.920000000000002,26.399999999999999,-29.760000000000002,"190",Kopanong Local Municipality
24.800000000000001,-30.080000000000002,24.960000000000001,-29.920000000000002,"233",Kopanong Local Municipality
24.800000000000001,-29.920000000000002,24.960000000000001,-29.760000000000002,"234",Kopanong Local Municipality
24.800000000000001,-29.760000000000002,24.960000000000001,-29.600000000000001,"235",Kopanong Local Municipality
24.960000000000001,-30.560000000000002,25.120000000000001,-30.400000000000002,"241",Kopanong Local Municipality
24.960000000000001,-30.400000000000002,25.120000000000001,-30.240000000000002,"242",Kopanong Local Municipality
24.960000000000001,-30.240000000000002,25.120000000000001,-30.080000000000002,"243",Kopanong Local Municipality
24.960000000000001,-30.080000000000002,25.120000000000001,-29.920000000000002,"244",Kopanong Local Municipality
24.960000000000001,-29.920000000000002,25.120000000000001,-29.760000000000002,"245",Kopanong Local Municipality
24.960000000000001,-29.760000000000002,25.120000000000001,-29.600000000000001,"246",Kopanong Local Municipality
24.960000000000001,-29.600000000000001,25.120000000000001,-29.440000000000001,"247",Kopanong Local Municipality
25.120000000000001,-30.560000000000002,25.280000000000001,-30.400000000000002,"252",Kopanong Local Municipality
25.120000000000001,-30.400000000000002,25.280000000000001,-30.240000000000002,"253",Kopanong Local Municipality
25.120000000000001,-30.240000000000002,25.280000000000001,-30.080000000000002,"254",Kopanong Local Municipality
25.120000000000001,-30.080000000000002,25.280000000000001,-29.920000000000002,"255",Kopanong Local Municipality
25.120000000000001,-29.920000000000002,25.280000000000001,-29.760000000000002,"256",Kopanong Local Municipality
25.120000000000001,-29.760000000000002,25.280000000000001,-29.600000000000001,"257",Kopanong Local Municipality
25.120000000000001,-29.600000000000001,25.280000000000001,-29.440000000000001,"258",Kopanong Local Municipality
25.280000000000001,-30.720000000000002,25.440000000000001,-30.560000000000002,"262",Kopanong Local Municipality
25.280000000000001,-30.560000000000002,25.440000000000001,-30.400000000000002,"263",Kopanong Local Municipality
25.280000000000001,-30.400000000000002,25.440000000000001,-30.240000000000002,"264",Kopanong Local Municipality
25.280000000000001,-30.240000000000002,25.440000000000001,-30.080000000000002,"265",Kopanong Local Municipality
25.280000000000001,-30.080000000000002,25.440000000000001,-29.920000000000002,"266",Kopanong Local Municipality
25.280000000000001,-29.920000000000002,25.440000000000001,-29.760000000000002,"267",Kopanong Local Municipality
25.280000000000001,-29.760000000000002,25.440000000000001,-29.600000000000001,"268",Kopanong Local Municipality
25.280000000000001,-29.600000000000001,25.440000000000001,-29.440000000000001,"269",Kopanong Local Municipality
25.440000000000001,-30.720000000000002,25.600000000000001,-30.560000000000002,"273",Kopanong Local Municipality
25.440000000000001,-30.560000000000002,25.600000000000001,-30.400000000000002,"274",Kopanong Local Municipality
25.440000000000001,-30.400000000000002,25.600000000000001,-30.240000000000002,"275",Kopanong Local Municipality
25.440000000000001,-30.240000000000002,25.600000000000001,-30.080000000000002,"276",Kopanong Local Municipality
25.440000000000001,-30.080000000000002,25.600000000000001,-29.920000000000002,"277",Kopanong Local Municipality
25.440000000000001,-29.920000000000002,25.600000000000001,-29.760000000000002,"278",Kopanong Local Municipality
25.440000000000001,-29.760000000000002,25.600000000000001,-29.600000000000001,"279",Kopanong Local Municipality
25.440000000000001,-29.600000000000001,25.600000000000001,-29.440000000000001,"280",Kopanong Local Municipality
25.440000000000001,-29.440000000000001,25.600000000000001,-29.280000000000001,"281",Kopanong Local Municipality
25.440000000000001,-29.280000000000001,25.600000000000001,-29.120000000000005,"282",Kopanong Local Municipality
25.600000000000001,-30.880000000000003,25.759999999999998,-30.720000000000002,"283",Kopanong Local Municipality
25.600000000000001,-30.720000000000002,25.759999999999998,-30.560000000000002,"284",Kopanong Local Municipality
25.600000000000001,-30.560000000000002,25.759999999999998,-30.400000000000002,"285",Kopanong Local Municipality
25.600000000000001,-30.400000000000002,25.759999999999998,-30.240000000000002,"286",Kopanong Local Municipality
25.600000000000001,-30.240000000000002,25.759999999999998,-30.080000000000002,"287",Kopanong Local Municipality
25.600000000000001,-30.080000000000002,25.759999999999998,-29.920000000000002,"288",Kopanong Local Municipality
25.600000000000001,-29.920000000000002,25.759999999999998,-29.760000000000002,"289",Kopanong Local Municipality
25.600000000000001,-29.760000000000002,25.759999999999998,-29.600000000000001,"290",Kopanong Local Municipality
25.600000000000001,-29.600000000000001,25.759999999999998,-29.440000000000001,"291",Kopanong Local Municipality
25.600000000000001,-29.440000000000001,25.759999999999998,-29.280000000000001,"292",Kopanong Local Municipality
25.600000000000001,-29.280000000000001,25.759999999999998,-29.120000000000005,"293",Kopanong Local Municipality
25.759999999999998,-30.720000000000002,25.920000000000002,-30.560000000000002,"295",Kopanong Local Municipality
25.759999999999998,-30.560000000000002,25.920000000000002,-30.400000000000002,"296",Kopanong Local Municipality
25.759999999999998,-30.400000000000002,25.920000000000002,-30.240000000000002,"297",Kopanong Local Municipality
25.759999999999998,-30.240000000000002,25.920000000000002,-30.080000000000002,"298",Kopanong Local Municipality
25.759999999999998,-30.080000000000002,25.920000000000002,-29.920000000000002,"299",Kopanong Local Municipality
25.759999999999998,-29.920000000000002,25.920000000000002,-29.760000000000002,"300",Kopanong Local Municipality
25.759999999999998,-29.760000000000002,25.920000000000002,-29.600000000000001,"301",Kopanong Local Municipality
25.759999999999998,-29.600000000000001,25.920000000000002,-29.440000000000001,"302",Kopanong Local Municipality
25.759999999999998,-29.440000000000001,25.920000000000002,-29.280000000000001,"303",Kopanong Local Municipality
25.759999999999998,-29.280000000000001,25.920000000000002,-29.120000000000005,"304",Kopanong Local Municipality
25.920000000000002,-30.720000000000002,26.079999999999998,-30.560000000000002,"306",Kopanong Local Municipality
25.920000000000002,-30.560000000000002,26.079999999999998,-30.400000000000002,"307",Kopanong Local Municipality
25.920000000000002,-30.400000000000002,26.079999999999998,-30.240000000000002,"308",Kopanong Local Municipality
25.920000000000002,-30.240000000000002,26.079999999999998,-30.080000000000002,"309",Kopanong Local Municipality
25.920000000000002,-30.080000000000002,26.079999999999998,-29.920000000000002,"310",Kopanong Local Municipality
25.920000000000002,-29.920000000000002,26.079999999999998,-29.760000000000002,"311",Kopanong Local Municipality
25.920000000000002,-29.760000000000002,26.079999999999998,-29.600000000000001,"312",Kopanong Local Municipality
25.920000000000002,-29.600000000000001,26.079999999999998,-29.440000000000001,"313",Kopanong Local Municipality
25.920000000000002,-29.440000000000001,26.079999999999998,-29.280000000000001,"314",Kopanong Local Municipality
25.920000000000002,-29.280000000000001,26.079999999999998,-29.120000000000005,"315",Kopanong Local Municipality
26.079999999999998,-30.560000000000002,26.240000000000002,-30.400000000000002,"318",Kopanong Local Municipality
26.079999999999998,-30.400000000000002,26.240000000000002,-30.240000000000002,"319",Kopanong Local Municipality
26.240000000000002,-30.720000000000002,26.399999999999999,-30.560000000000002,"322",Kopanong Local Municipality
26.240000000000002,-30.560000000000002,26.399999999999999,-30.400000000000002,"323",Kopanong Local Municipality
26.240000000000002,-30.400000000000002,26.399999999999999,-30.240000000000002,"324",Kopanong Local Municipality
26.880000000000003,-29.440000000000001,27.039999999999999,-29.280000000000001,"217",Mangaung Local Municipality
27.039999999999999,-29.440000000000001,27.200000000000003,-29.280000000000001,"223",Mangaung Local Municipality
26.079999999999998,-29.280000000000001,26.240000000000002,-29.120000000000005,"320",Mangaung Local Municipality
26.240000000000002,-29.280000000000001,26.399999999999999,-29.120000000000005,"325",Mangaung Local Municipality
26.399999999999999,-29.280000000000001,26.560000000000002,-29.120000000000005,"330",Mangaung Local Municipality
25.600000000000001,-29.120000000000005,25.759999999999998,-28.960000000000001,"331",Mangaung Local Municipality
25.600000000000001,-28.960000000000001,25.759999999999998,-28.800000000000004,"332",Mangaung Local Municipality
25.759999999999998,-29.120000000000005,25.920000000000002,-28.960000000000001,"334",Mangaung Local Municipality
25.759999999999998,-28.960000000000001,25.920000000000002,-28.800000000000004,"335",Mangaung Local Municipality
25.759999999999998,-28.800000000000004,25.920000000000002,-28.640000000000001,"336",Mangaung Local Municipality
25.920000000000002,-29.120000000000005,26.079999999999998,-28.960000000000001,"337",Mangaung Local Municipality
25.920000000000002,-28.960000000000001,26.079999999999998,-28.800000000000004,"338",Mangaung Local Municipality
25.920000000000002,-28.800000000000004,26.079999999999998,-28.640000000000001,"339",Mangaung Local Municipality
26.079999999999998,-29.120000000000005,26.240000000000002,-28.960000000000001,"340",Mangaung Local Municipality
26.079999999999998,-28.960000000000001,26.240000000000002,-28.800000000000004,"341",Mangaung Local Municipality
26.240000000000002,-29.120000000000005,26.399999999999999,-28.960000000000001,"343",Mangaung Local Municipality
26.240000000000002,-28.960000000000001,26.399999999999999,-28.800000000000004,"344",Mangaung Local Municipality
26.399999999999999,-29.120000000000005,26.560000000000002,-28.960000000000001,"346",Mangaung Local Municipality
26.399999999999999,-28.960000000000001,26.560000000000002,-28.800000000000004,"347",Mangaung Local Municipality
26.560000000000002,-29.280000000000001,26.719999999999999,-29.120000000000005,"349",Mangaung Local Municipality
26.560000000000002,-29.120000000000005,26.719999999999999,-28.960000000000001,"350",Mangaung Local Municipality
26.719999999999999,-29.280000000000001,26.880000000000003,-29.120000000000005,"353",Mangaung Local Municipality
26.719999999999999,-29.120000000000005,26.880000000000003,-28.960000000000001,"354",Mangaung Local Municipality
26.719999999999999,-28.960000000000001,26.880000000000003,-28.800000000000004,"355",Mangaung Local Municipality
26.880000000000003,-29.280000000000001,27.039999999999999,-29.120000000000005,"357",Mangaung Local Municipality
26.880000000000003,-29.120000000000005,27.039999999999999,-28.960000000000001,"358",Mangaung Local Municipality
26.880000000000003,-28.960000000000001,27.039999999999999,-28.800000000000004,"359",Mangaung Local Municipality
27.039999999999999,-29.120000000000005,27.200000000000003,-28.960000000000001,"362",Mangaung Local Municipality
27.200000000000003,-29.600000000000001,27.359999999999999,-29.440000000000001,"226",Mantsopa Local Municipality
27.200000000000003,-29.440000000000001,27.359999999999999,-29.280000000000001,"227",Mantsopa Local Municipality
