latitude,longitude
-33.2833,23.4833
-33.23757,26.48837
-33.2122,26.16338
-33.2033,20.4933
-33.2,20.85
-33.19865,27.1154
-33.15,18.6667
-33.14822,27.70189
-33.0833,18.75
-33.0667,18.35
-33.06625,18.04512
-33.0333,27.9167
-33.02797,18.10596
-33.02316,24.33993
-33.0167,18.9833
-33.0123,17.93827
-33.01146,27.87485
-33.01055,27.85163
-32.97889,27.92639
-32.97611,27.8607
-32.96944,27.66278
-32.9567,25.75414
-32.94596,27.72561
-32.94287,28.0187
-32.94169,24.31456
-32.9333,28.0167
-32.9268,27.75
-32.91478,18.00127
-32.90417,18.71258
-32.9,17.9833
-32.9,18.7667
-32.88949,27.41195
-32.88333,27.59805
-32.8833,27.4
-32.8667,27.4333
-32.8563,27.568
-32.85397,27.44639
-32.82972,28.11056
-32.81357,26.98509
-32.78889,26.8338
-32.7833,26.6333
-32.7833,26.8333
-32.77875,18.16283
-32.77608,26.62388
-32.77114,18.03552
-32.75,25.8167
-32.74566,25.80262
-32.72483,25.58891
-32.72463,17.97132
-32.69454,26.29683
-32.68167,27.15139
-32.6624,27.52451
-32.65427,23.81199
-32.6,19.0167
-32.59061,27.88389
-32.58351,25.14071
-32.57333,26.23743
-32.5392,27.40693
-32.5167,28.3167
-32.51342,24.65298
-32.48065,24.06222
-32.36177,22.57311
-32.35,22.5833
-32.32208,28.17361
-32.3202,28.1934
-32.27752,19.21625
-32.25965,27.66419
-32.1833,25.6167
-32.17933,26.81444
-32.17855,18.89104
-32.1667,26.8167
-32.15257,18.60482
-32.15,18.6
-32.14582,28.65878
-32.11329,23.00362
-32.09621,18.3057
-32.09532,28.30543
-32.03969,26.367
-32.0333,27.8
-32.0167,26.2667
-31.979,27.56969
-31.9667,28.6833
-31.96663,25.49393
-31.96455,21.2879
-31.9625,23.76056
-31.92907,26.73255
-31.92032,27.69633
-31.9167,26.9667
-31.90688,26.96017
-31.90052,21.54104
-31.9,26.8833
-31.89483,26.86895
-31.86721,26.62884
-31.85384,24.54044
-31.8167,28.75
-31.81153,18.23796
-31.7833,18.6167
-31.74591,29.10576
-31.67973,21.26815
-31.67102,24.96072
-31.66999,27.99412
-31.6667,18.5
-31.6667,28.0333
-31.66008,18.50992
-31.65,28.05
-31.64592,25.80899
-31.63968,27.37741
-31.61705,27.96458
-31.6167,18.7333
-31.61137,28.76028
-31.59765,28.77138
-31.5833,28.7833
-31.58239,18.22527
-31.56865,27.08411
-31.56126,29.0961
-31.55917,18.34389
-31.5575,26.55509
-31.52697,29.4544
-31.50403,25.00866
-31.49502,25.13979
-31.4667,27.3333
-31.4374,28.78166
-31.4,26.3667
-31.38093,23.94221
-31.37569,19.11259
-31.35,29.5833
-31.34519,28.76099
-31.33903,20.91617
-31.29974,19.77042
-31.23923,29.28921
-31.1975,28.23389
-31.17335,29.60194
-31.16428,28.75812
-31.1167,26.8
-31.08615,29.56574
-31.07415,28.35733
-31.05333,24.97693
-31.05,30.2167
-31.0333,18.2667
-31.01891,29.33468
-31.00626,28.83278
-30.99569,26.3219
-30.9833,29.5167
-30.97158,19.43977
-30.96255,27.5957
-30.96167,22.12736
-30.9167,28.9833
-30.91665,30.3
-30.91389,30.3275
-30.91294,29.81889
-30.89442,30.34403
-30.88598,30.34634
-30.86417,30.36861
-30.85064,28.4312
-30.85,26.6833
-30.85,30.3667
-30.84976,30.38325
-30.8226,25.08047
-30.81762,29.28315
-30.8095,30.40994
-30.80895,25.94005
-30.80574,30.33819
-30.795,27.96528
-30.79394,30.12029
-30.75705,26.6886
-30.75355,30.4476
-30.75,30.45
-30.74751,30.43809
-30.74056,30.42306
-30.74009,29.03308
-30.73495,25.78376
-30.7333,30.0333
-30.71907,25.10657
-30.7,27.2333
-30.69285,23.76268
-30.67764,30.5008
-30.67369,30.50525
-30.65111,24.02139
-30.61626,30.5308
-30.6001,29.85106
-30.58666,23.49639
-30.57642,30.55556
-30.57514,22.87966
-30.5667,26.9
-30.55,29.4167
-30.50874,25.97887
-30.48185,17.9105
-30.46333,20.48611
-30.4486,24.45503
-30.4167,26.8333
-30.4167,30.6833
-30.38815,29.96
-30.37682,30.68998
-30.36665,30.7
-30.35139,21.82417
-30.33496,28.80189
-30.3225,30.73778
-30.3167,30.6667
-30.31202,30.67104
-30.30361,26.98524
-30.29645,30.6598
-30.2833,30.75
-30.27802,30.74927
-30.2667,30.2
-30.26393,25.27839
-30.26056,25.70333
-30.24165,29.6417
-30.22652,28.71236
-30.20887,26.53462
-30.2,26.7667
-30.2,30.8
-30.18799,30.79472
-30.18335,21.3
-30.10737,30.85133
-30.08025,24.66651
-30.07167,30.8542
-30.05,30.8833
-30.04972,30.88861
-30.03649,30.8713
-30.03406,30.81623
-30.0333,29.8333
-30.02264,25.78266
-30.00131,24.74078
-30.00122,30.86994
-29.98624,30.92171
-29.9833,30.7
-29.9833,30.9333
-29.9833,30.95
-29.9667,30.5167
-29.96211,30.76552
-29.95561,30.93968
-29.95223,23.67724
-29.95,30.81694
-29.95,30.95
-29.93576,30.89863
-29.9333,26.15
-29.9333,29.8667
-29.9238,30.93388
-29.9225,30.95118
-29.91814,30.29086
-29.9154,30.88774
-29.915,31
-29.91397,31.02742
-29.9,30.9667
-29.9,30.975
-29.89104,30.93889
-29.88646,30.85221
-29.883,31.02592
-29.88177,30.83287
-29.87583,30.89194
-29.87333,30.27333
-29.8667,30.2667
-29.86214,31.00732
-29.85749,30.76369
-29.8519,30.81755
-29.85,31.0167
-29.84212,31.00308
-29.84069,30.85746
-29.84035,31.01229
-29.83683,30.85759
-29.83526,30.97694
-29.8333,30.9333
-29.83191,30.9237
-29.83123,30.95904
-29.8167,30.85
-29.8167,31.0056
-29.81603,30.83335
-29.81573,30.66351
-29.80597,30.64305
-29.80004,30.95815
-29.8,30.65
-29.8,30.8833
-29.8,31
-29.8,31.0333
-29.79501,30.61235
-29.79379,30.76385
-29.78634,30.95698
-29.7833,30.8333
-29.78194,31.02019
-29.7705,25.43138
-29.7571,30.82973
-29.75672,30.68774
-29.75472,31.05944
-29.75424,30.95043
-29.74828,24.78434
-29.74326,25.31391
-29.74071,30.96622
-29.73903,30.67222
-29.73687,30.94598
-29.72958,25.93767
-29.7291,31.06483
-29.72778,30.54333
-29.7243,31.04656
-29.72196,27.02497
-29.71883,30.90199
-29.7167,26.3833
-29.7167,31.0667
-29.7158,30.93286
-29.71247,31.04489
-29.70924,31.01022
-29.7,31.0333
-29.69753,30.75074
-29.68162,30.59203
-29.6667,17.0833
-29.6667,17.8833
-29.66599,17.875
-29.66509,30.30209
-29.66337,22.73645
-29.65736,31.02932
-29.65472,31.0297
-29.65,26.1667
-29.65,31.05
-29.64082,30.34722
-29.63335,29.99165
-29.63035,24.08995
-29.61715,31.13681
-29.6167,24.0833
-29.6167,30.3833
-29.6,29.8667
-29.59916,17.86982
-29.59389,22.52089
-29.5935,17.78661
-29.59056,30.37302
-29.58526,31.10266
-29.5833,26.6667
-29.5833,31.1333
-29.575,31.1333
-29.56069,30.32231
-29.55355,31.19822
-29.53854,17.94628
-29.5333,27.15
-29.52302,30.22127
-29.52111,30.24708
-29.50207,31.23708
-29.50045,31.24153
-29.5,30.9333
-29.48929,30.21389
-29.4667,30.04165
-29.4667,30.2333
-29.43735,31.05788
-29.42535,31.24606
-29.41474,30.60054
-29.40778,22.10944
-29.40638,24.98802
-29.4,25.0167
-29.4,30.85
-29.38561,31.19393
-29.3731,30.62161
-29.36,25.80367
-29.35408,31.27987
-29.35108,30.82424
-29.34925,21.15595
-29.34684,31.28637
-29.3333,30.0472
-29.3333,30.6333
-29.3333,31.3
-29.3004,31.0491
-29.284,26.7492
-29.2675,30.7982
-29.2625,17.73333
-29.25767,16.87405
-29.25,16.8667
-29.23241,26.73326
-29.21806,31.2375
-29.2167,26.8333
-29.21475,30.00427
-29.2,27.45
-29.19787,26.82663
-29.19312,26.82397
-29.18505,27.03039
-29.17168,27.45685
-29.16903,26.24391
-29.15858,19.39052
-29.1583,26.21665
-29.15262,26.21094
-29.14778,25.80611
-29.14337,26.30236
-29.14067,30.7708
-29.1333,19.3833
-29.1333,26.2
-29.12907,26.2127
-29.12317,24.76711
-29.1167,25.4167
-29.1164,26.254
-29.114,30.6772
-29.0754,30.60789
-29.07408,26.22215
-29.0667,30.5833
-29.055,23.77659
-29.04667,31.52806
-29.03948,23.44369
-29.0317,19.15303
-29.02749,24.5875
-29.02586,29.78899
-29.0167,31.5833
-29,24.63333
-29,29.8833
-28.97231,31.34991
-28.96869,30.86275
-28.9667,30.8667
-28.93481,27.05376
-28.93176,31.52578
-28.92849,22.12429
-28.90875,27.56004
-28.90233,31.45732
-28.89986,24.88031
-28.89583,21.98333
-28.88632,27.87937
-28.8833,31.4667
-28.87259,31.90954
-28.86359,21.34879
-28.83702,24.01028
-28.83283,26.77764
-28.8,29.5333
-28.8,32.1
-28.79542,23.72866
-28.77917,32.10889
-28.7767,31.9
-28.7667,17.65
-28.76121,29.33727
-28.75322,31.8931
-28.75,20.6333
-28.75,31.9
-28.74778,20.99234
-28.74566,24.7525
-28.74091,32.0555
-28.74022,20.55703
-28.73406,26.10954
-28.7333,24.7667
-28.7333,29.3667
-28.7333,30.45
-28.72809,29.97062
-28.72162,24.72913
-28.71861,26.06389
-28.71832,24.74291
-28.7167,17.5833
-28.70856,20.97542
-28.7,20.9667
-28.6667,25.7667
-28.6667,27.4333
-28.66247,24.71799
-28.63431,28.05618
-28.63235,29.8877
-28.62944,21.11361
-28.6167,31.0833
-28.6,32.0833
-28.59853,26.83796
-28.59734,28.26784
-28.59347,21.19086
-28.5833,31.3833
-28.57098,28.76772
-28.55194,29.78694
-28.55,29.7833
-28.55,30.4167
-28.54277,21.16359
-28.53487,24.51046
-28.53365,31.37834
-28.5333,24.5167
-28.5333,27.0167
-28.5333,28.8
-28.51998,28.41963
-28.5167,27.9333
-28.50989,26.8564
-28.4824,21.22641
-28.46305,28.91071
-28.45,21.25
-28.44707,16.99032
-28.43971,21.26636
-28.43597,25.09439
-28.4278,26.8278
-28.41972,24.31333
-28.4167,32.1833
-28.41541,29.57268
-28.40972,26.70028
-28.37535,29.38383
-28.36363,23.47036
-28.33487,24.70491
-28.32972,24.20806
-28.32873,27.63249
-28.32017,28.69781
-28.3187,23.06889
-28.31064,31.43023
-28.30733,26.14137
-28.29888,27.96039
-28.29629,23.00457
-28.2833,29.1333
-28.27845,29.28135
-28.27278,29.11333
-28.2533,29.9933
-28.25146,23.5522
-28.25,31.4333
-28.24215,28.31861
-28.2333,28.3
-28.2,30.6667
-28.19797,31.52391
-28.18335,31.96665
-28.1833,30.15
-28.1667,30.2333
-28.16291,30.23661
-28.16263,27.40038
-28.13569,28.85867
-28.1333,25.5
-28.1333,31.8667
-28.1167,24.85
-28.1167,26.9
-28.11139,24.853
-28.10835,26.65
-28.10306,26.85944
-28.09814,32.35335
-28.05089,30.01616
-28.0333,27.85
-28.0333,32.2833
-28.02759,30.15606
-28.02165,26.91674
-28.0167,24.85
-28.01096,28.0833
-27.99675,30.7173
-27.98558,26.74349
-27.9833,26.7333
-27.97377,27.02785
-27.95139,27.56306
-27.93716,22.74766
-27.9167,24.85
-27.91591,24.82586
-27.90167,25.14556
-27.9,31.65
-27.88335,30.11665
-27.88268,27.9115
-27.87776,26.83478
-27.87597,22.33638
-27.87424,23.23155
-27.86056,26.76472
-27.85,28.9667
-27.83418,25.91265
-27.80778,31.06776
-27.80172,24.67338
-27.8,28.4333
-27.78243,30.82258
-27.77667,24.68944
-27.7667,30.8
-27.75,26.6667
-27.75,29.9333
-27.7417,30.9
-27.73444,29.92528
-27.73072,29.97056
-27.72917,29.92805
-27.71329,24.85078
-27.69583,23.05
-27.67219,22.97884
-27.66475,30.32176
-27.65632,27.22611
-27.65611,28.12833
-27.65,27.2333
-27.64402,27.21553
-27.64123,24.80875
-27.64057,25.60187
-27.63798,29.52285
-27.6167,32.0333
-27.61594,27.15985
-27.59529,22.86942
-27.5667,32.0833
-27.56083,24.19194
-27.55182,24.76624
-27.55146,24.61592
-27.55,28.5167
-27.5278,32.0333
-27.45,23.4333
-27.43333,25.73333
-27.42328,29.17057
-27.38873,23.46004
-27.38624,24.6862
-27.3833,31.6167
-27.37997,26.63305
-27.36439,25.93513
-27.36074,31.59747
-27.35,30.1333
-27.33464,24.68915
-27.31833,31.89139
-27.31529,27.95785
-27.29619,23.89951
-27.28288,27.8074
-27.27139,28.49958
-27.25065,25.04133
-27.25,31.1
-27.23436,29.94351
-27.23417,26.23591
-27.2333,27.5833
-27.2167,26.95
-27.20833,23.00552
-27.20778,25.98177
-27.2,22.9667
-27.19336,25.33203
-27.1833,25.3333
-27.17249,23.56258
-27.16667,29.62472
-27.15837,32.07779
-27.14112,29.97715
-27.1333,31.9833
-27.12015,27.26743
-27.11919,30.58998
-27.10245,29.99445
-27.09879,26.78379
-27.02653,28.61292
-27.00338,27.37257
-27.0011,26.75312
-27,30.8
-26.9866,30.73993
-26.9833,26.6667
-26.9833,28.2
-26.9833,28.85
-26.98139,20.78167
-26.9692,26.67563
-26.95417,29.2268
-26.95,24.7333
-26.95,29.25
-26.94459,24.74027
-26.94393,30.63941
-26.93913,29.24052
-26.92844,27.91059
-26.92414,29.23818
-26.89868,28.08002
-26.87846,26.59488
-26.87322,26.5685
-26.8667,26.6667
-26.86667,26.63736
-26.86586,26.58637
-26.8578,26.65361
-26.85214,27.88533
-26.85,26.7833
-26.84709,26.66892
-26.84686,26.82515
-26.84438,26.66908
-26.8167,27.8167
-26.81028,27.85694
-26.80222,25.98423
-26.78417,29.30194
-26.76914,29.80826
-26.75972,28.48417
-26.75357,26.42152
-26.74556,28.74639
-26.73873,20.11556
-26.73472,29.61722
-26.7167,27.1
-26.7,27.8167
-26.69204,27.09217
-26.6917,27.9083
-26.69132,27.80105
-26.68672,25.45526
-26.6833,27.8833
-26.6697,27.01078
-26.6667,27.9333
-26.66333,27.91861
-26.66005,27.87292
-26.65447,28.59218
-26.65,28.6
-26.63005,28.08972
-26.62033,27.01431
-26.6167,27.9333
-26.61556,27.86773
-26.61505,27.91346
-26.59745,27.83386
-26.59083,24.15944
-26.5667,28.0167
-26.56347,25.82576
-26.55299,28.02778
-26.55,29.1667
-26.54566,24.85307
-26.5433,29.07627
-26.54086,27.82495
-26.53368,27.95627
-26.5333,29.9833
-26.52409,27.87111
-26.52299,29.99222
-26.51919,28.3468
-26.51171,27.8581
-26.50513,29.42897
-26.5,28.35
-26.49139,29.22889
-26.49027,27.56742
-26.48869,27.4806
-26.4833,22.2333
-26.47817,29.12507
-26.47033,29.45774
-26.46875,27.84458
-26.45639,25.35303
-26.45533,28.50326
-26.45503,29.50521
-26.45,24.1833
-26.45,29.4667
-26.43762,25.52892
-26.42889,28.48882
-26.4167,27.8333
-26.4167,27.9667
-26.4167,28.4667
-26.41665,29.9833
-26.41599,29.08765
-26.41501,27.40586
-26.41361,27.84139
-26.39391,28.04203
-26.3939,27.85972
-26.3917,28.4417
-26.39111,30.43389
-26.38919,25.90368
-26.38661,27.5068
-26.38509,27.35885
-26.38335,27.85
-26.3828,27.88087
-26.37927,28.13125
-26.37736,28.40069
-26.37583,28.88361
-26.37432,27.38532
-26.37361,28.92
-26.37129,27.62273
-26.36966,27.37398
-26.3667,27.4
-26.3667,28.0667
-26.3583,28.2667
-26.35722,28.78167
-26.3567,27.8333
-26.35628,28.40101
-26.35194,28.17667
-26.35,28.3833
-26.34806,28.20303
-26.34644,28.43145
-26.34564,27.86996
-26.33779,28.11826
-26.33337,28.11917
-26.3333,26.3167
-26.3333,28.15
-26.3318,26.31051
-26.33043,28.15917
-26.32765,28.10417
-26.31852,28.20047
-26.31692,26.81736
-26.3167,27.65
-26.3167,27.8333
-26.31565,28.0177
-26.30452,27.90912
-26.30236,28.38841
-26.3,27.9
-26.2995,27.8906
-26.29459,28.35113
-26.29417,28.0975
-26.29347,25.12584
-26.2917,27.9
-26.29116,27.90103
-26.28515,27.64749
-26.28445,27.9596
-26.28309,30.783
-26.28074,30.21325
-26.2778,28.2411
-26.2753,28.2279
-26.27222,27.81694
-26.27222,28.12806
-26.27087,28.05611
-26.26862,27.86347
-26.26853,27.84077
-26.2667,27.9
-26.2667,29.2333
-26.26639,27.82347
-26.26418,27.82157
-26.26411,23.49999
-26.2583,27.9083
-26.25722,28.00861
-26.25583,28.04889
-26.25311,28.19989
-26.25,27.9167
-26.25,28.4
-26.24902,27.90464
-26.24819,28.35534
-26.2474,27.8987
-26.24194,27.95028
-26.2405,27.85729
-26.24043,28.08722
-26.23859,28.44794
-26.23576,27.89092
-26.23573,28.43153
-26.23335,27.875
-26.2333,28.1333
-26.2333,28.2
-26.2333,28.3667
-26.2333,28.8
-26.23297,27.94258
-26.23092,27.62139
-26.23047,28.16431
-26.22987,27.95201
-26.22889,27.93278
-26.22363,27.86762
-26.2204,28.29497
-26.22016,27.90124
-26.2167,28.1833
-26.2167,28.25
-26.21002,28.0452
-26.20797,28.02995
-26.20631,27.67521
-26.20613,28.33038
-26.20439,28.24333
-26.20349,28.07316
-26.20128,28.17579
-26.2003,28.22703
-26.2,27.7
-26.2,28.0833
-26.19872,27.96645
-26.1928,28.0711
-26.19278,27.99667
-26.18786,27.88794
-26.18686,28.31678
-26.1833,28.3167
-26.1805,28.1034
-26.17972,28.067
-26.17562,26.81511
-26.1749,28.2494
-26.1725,27.92352
-26.17223,28.12977
-26.1715,27.92459
-26.16945,28.35572
-26.16881,28.32058
-26.16857,28.18917
-26.1667,27.7
-26.1667,27.8667
-26.1667,27.9167
-26.16006,28.02903
-26.15952,28.38333
-26.15833,29.71611
-26.15457,27.9282
-26.15444,28.0019
-26.15347,28.19754
-26.15,26.1667
-26.15,28.4167
-26.15,28.6833
-26.14986,26.17444
-26.14948,27.97636
-26.14912,28.09199
-26.14366,28.38988
-26.14361,27.87539
-26.14155,29.73286
-26.141,28.06
-26.14014,28.1634
-26.13762,27.87664
-26.13746,25.11601
-26.13708,28.69014
-26.1333,27.7833
-26.1333,28.1833
-26.13111,23.7219
-26.13,28.0686
-26.1222,28.2056
-26.12113,28.27151
-26.1167,28.0917
-26.11556,28.09505
-26.11267,27.90639
-26.10827,28.0483
-26.10336,28.03274
-26.10333,27.985
-26.10127,27.70152
-26.10111,27.97472
-26.1,27.7667
-26.1,27.9833
-26.1,28.25
-26.1,28.3833
-26.1,29.4333
-26.09908,27.91682
-26.09542,27.76381
-26.09188,28.23358
-26.09041,28.27556
-26.08985,28.08812
-26.08694,28.22972
-26.08305,28.30539
-26.07944,28.08361
-26.07525,27.95694
-26.07043,29.24431
-26.0693,30.1149
-26.06849,25.84848
-26.0667,25.8833
-26.0667,29.2
-26.05856,27.96472
-26.05791,30.86203
-26.05642,27.95827
-26.05639,28.95611
-26.055,28.23273
-26.05012,28.23861
-26.05,27.9667
-26.05,28.0333
-26.05,28.05
-26.04917,29.05806
-26.0489,29.13445
-26.04715,28.13275
-26.04288,28.29359
-26.03694,28.01969
-26.03525,28.01557
-26.03326,28.24619
-26.03181,28.1902
-26.02193,27.93076
-26.02047,28.32941
-26.0167,28.2333
-26.01637,28.21583
-26.01601,29.59379
-26.01414,28.23174
-26.00194,28.42694
-25.99952,27.98972
-25.9989,28.2269
-25.9965,28.1104
-25.99583,29.03694
-25.99162,25.49057
-25.99121,26.06815
-25.99062,28.08227
-25.98897,28.09507
-25.98799,28.07123
-25.9834,28.00764
-25.98333,27.23333
-25.98106,25.67217
-25.97775,23.24588
-25.97184,28.52387
-25.9639,28.2394
-25.96376,28.2306
-25.95825,30.56814
-25.95439,29.43333
-25.95,29.2
-25.9485,28.12181
-25.93771,24.46432
-25.93576,28.37057
-25.93077,28.01225
-25.9302,28.0163
-25.91752,28.42743
-25.91356,28.19125
-25.91083,29.24583
-25.90833,27.04111
-25.90806,29.13583
-25.90238,28.12461
-25.89583,29.24056
-25.88633,28.21157
-25.8854,28.14451
-25.88484,25.64692
-25.88109,29.22824
-25.88026,28.1836
-25.87696,29.24747
-25.8744,28.1706
-25.87159,28.13097
-25.8667,25.65
-25.8667,29.2333
-25.86226,29.12312
-25.86226,29.20104
-25.86072,26.88319
-25.85543,29.12281
-25.85495,29.24089
-25.85385,28.19365
-25.84972,28.16833
-25.84898,25.62226
-25.83751,25.05359
-25.831,25.59494
-25.83085,29.55778
-25.8167,23.5333
-25.81614,28.15343
-25.81208,28.7443
-25.8083,28.7406
-25.80347,28.27653
-25.80345,28.1647
-25.79278,28.25924
-25.79111,28.10722
-25.78639,28.72
-25.78595,28.3017
-25.7833,29.4667
-25.7833,31.05
-25.77993,28.31164
-25.77978,29.46051
-25.77886,28.6043
-25.77851,25.53106
-25.77661,28.08508
-25.77181,28.23453
-25.77129,28.07685
-25.7711,28.3078
-25.771,28.2449
-25.77028,28.05472
-25.7701,28.2397
-25.76685,28.24187
-25.75778,28.11611
-25.74947,28.13833
-25.74874,28.19011
-25.74694,27.55639
-25.7463,28.18679
-25.74428,28.30625
-25.74389,27.89833
-25.74334,28.23404
-25.74206,27.67166
-25.74007,28.53317
-25.73987,28.24439
-25.73905,27.27401
-25.73886,27.89346
-25.73789,28.31101
-25.7333,31.8167
-25.7317,28.3347
-25.725,27.65
-25.71413,31.03481
-25.7125,28.14889
-25.7125,28.2818
-25.712,28.36018
-25.71184,28.19958
-25.7072,28.3472
-25.70705,28.2883
-25.70698,27.67176
-25.7069,28.2294
-25.70577,25.61246
-25.70484,28.30943
-25.70193,28.27678
-25.69651,27.40153
-25.6833,30.0333
-25.67826,28.30868
-25.678,27.36511
-25.67572,29.99179
-25.6756,28.5222
-25.67198,28.73658
-25.67032,28.15472
-25.6701,28.24805
-25.66949,27.51936
-25.6667,27.25
-25.6666,27.25
-25.66385,27.23141
-25.66111,27.61056
-25.6594,25.72503
-25.65888,28.35741
-25.65802,27.2439
-25.65732,27.35637
-25.655,28.19806
-25.651,28.2387
-25.64415,28.23065
-25.64064,26.68426
-25.63889,28.52944
-25.63839,30.33784
-25.63731,28.30396
-25.6333,27.7833
-25.62688,27.79444
-25.6242,28.0942
-25.62292,28.40497
-25.6189,28.0228
-25.61551,27.25626
-25.61341,27.25761
-25.613,27.8843
-25.61039,27.41986
-25.60417,28.00528
-25.60036,27.88169
-25.59719,27.17549
-25.59588,28.00092
-25.59528,26.41694
-25.57647,27.99219
-25.56917,30.68056
-25.54602,28.01138
-25.54567,27.18682
-25.54455,28.09948
-25.5333,26.0833
-25.52695,28.5774
-25.52056,27.90056
-25.51678,26.06178
-25.5147,28.1081
-25.50806,28.06516
-25.50803,28.07043
-25.5072,28.1075
-25.5,31.33369
-25.49557,25.70685
-25.49439,31.50945
-25.49153,25.97083
-25.4833,28.2667
-25.48164,30.96815
-25.47982,30.96979
-25.47813,30.96881
-25.47728,28.06806
-25.47023,30.9136
-25.46778,27.32139
-25.4667,30.9667
-25.4667,31.9
-25.46621,27.82387
-25.46556,28.63833
-25.46344,27.06621
-25.45785,23.70712
-25.44775,27.94063
-25.44613,31.08688
-25.43514,27.84856
-25.43486,30.79076
-25.4333,28.2889
-25.4333,31.2
-25.4333,31.9333
-25.43278,31.95583
-25.4322,27.48478
-25.43147,27.77409
-25.4283,28.7083
