latitude,longitude
-25.42556,27.78569
-25.41444,27.12278
-25.4075,28.2856
-25.40736,28.795
-25.39836,27.27892
-25.39503,27.01254
-25.39395,28.27168
-25.38028,28.26298
-25.3667,30.5333
-25.365,28.2189
-25.36198,29.72444
-25.35936,27.10524
-25.35722,28.21625
-25.35,26.5333
-25.34988,27.92904
-25.34028,27.74906
-25.33878,31.13238
-25.32508,25.78687
-25.3167,31.0167
-25.30944,31.15817
-25.30753,28.9475
-25.30751,26.84195
-25.29945,29.21498
-25.27403,31.06111
-25.27237,26.85779
-25.26984,28.40383
-25.22647,31.10484
-25.21531,26.92506
-25.2125,31.0542
-25.2121,28.5428
-25.20605,29.03882
-25.2,27.2167
-25.19889,28.61
-25.19125,27.29012
-25.17993,29.77813
-25.1774,26.8147
-25.16838,27.19603
-25.16585,28.75945
-25.15,29.15
-25.15,29.3833
-25.15,31.0167
-25.14012,27.17571
-25.13628,29.75433
-25.12233,26.95264
-25.1167,29.05
-25.11444,29.39278
-25.11156,28.96168
-25.1,30.45
-25.1,30.7833
-25.09077,30.78503
-25.08993,30.44456
-25.08861,30.41972
-25.0333,31.1167
-24.98424,26.57952
-24.9833,31.6
-24.9667,29.3
-24.96583,29.29111
-24.95,28.5333
-24.94069,27.45579
-24.9333,27.15
-24.9333,30.8333
-24.9333,31.0917
-24.91969,27.03944
-24.9167,31.15
-24.9,29.7667
-24.89701,31.2075
-24.88442,28.28845
-24.8833,28.2833
-24.87649,31.4132
-24.87522,29.77115
-24.842,29.83916
-24.8333,31.0667
-24.79519,26.05332
-24.79061,29.86874
-24.77352,29.96879
-24.77285,29.68774
-24.77107,31.01972
-24.77004,27.00553
-24.75,27.55835
-24.73694,29.79878
-24.72306,26.81833
-24.72099,31.02195
-24.70765,28.29736
-24.7,28.4
-24.69584,30.19803
-24.69222,28.41278
-24.67942,29.90306
-24.67361,30.32833
-24.65,31.3333
-24.6167,31.2083
-24.6163,31.08194
-24.6,27.4
-24.6,31.1458
-24.58876,27.40895
-24.5472,28.45935
-24.53804,29.67982
-24.5167,28.7167
-24.51497,28.71637
-24.48788,29.89018
-24.45651,30.27671
-24.45295,29.40228
-24.4502,29.74821
-24.42213,29.33552
-24.4183,30.14376
-24.4167,29.1667
-24.3667,30.3
-24.35881,30.67774
-24.35076,30.96477
-24.35,30.9667
-24.341,30.04586
-24.32998,29.4045
-24.32719,29.78446
-24.30606,29.69686
-24.30028,29.53522
-24.3,30.5167
-24.29581,28.12311
-24.28301,30.53083
-24.27302,29.88072
-24.23104,29.53232
-24.22424,29.83328
-24.21502,30.42345
-24.20723,29.47865
-24.18333,28.9931
-24.1833,29.0167
-24.18089,29.01389
-24.17139,28.98442
-24.15,28.73333
-24.08158,30.3957
-24.06043,28.95031
-23.98409,29.79418
-23.97502,30.24176
-23.9667,29.7
-23.95695,28.86676
-23.95111,30.61222
-23.95043,31.0489
-23.95,31.1167
-23.94914,29.71143
-23.9402,29.97596
-23.93972,29.13763
-23.9333,29.8167
-23.91268,29.46809
-23.90424,29.45005
-23.89022,30.56747
-23.88662,30.29299
-23.88485,29.8825
-23.87947,29.08596
-23.87943,29.76795
-23.87184,29.66404
-23.8667,29.8056
-23.85,29.3833
-23.8333,30.1667
-23.82624,30.16389
-23.82468,29.36357
-23.80368,29.79377
-23.78638,29.12371
-23.78333,29.31
-23.7812,31.02126
-23.77581,28.93292
-23.77542,29.01216
-23.77213,29.71841
-23.73446,29.78421
-23.7234,29.09526
-23.7167,29.1333
-23.7167,29.3167
-23.71493,30.40198
-23.69674,30.95068
-23.69026,27.68545
-23.6861,30.3367
-23.67909,29.40534
-23.6774,29.4869
-23.6667,27.7333
-23.66057,27.5912
-23.65976,29.33014
-23.65519,29.11943
-23.63597,27.61834
-23.6167,29.3583
-23.6114,30.38207
-23.59345,30.05426
-23.58948,30.32118
-23.58867,30.58374
-23.58289,31.04375
-23.5444,29.9389
-23.53615,30.59385
-23.49774,30.73059
-23.47966,29.93167
-23.47802,28.905
-23.45628,29.75
-23.44148,29.06642
-23.43238,30.37931
-23.41092,30.15432
-23.4109,30.25997
-23.41078,30.78384
-23.39356,28.0239
-23.3892,30.32045
-23.3688,29.32124
-23.3167,30.7167
-23.31025,30.69465
-23.30522,30.28914
-23.3,29.0792
-23.26742,30.13895
-23.21474,29.99354
-23.20828,30.21968
-23.18095,30.29395
-23.17285,30.06989
-23.16995,27.99272
-23.1383,30.4253
-23.11667,29.63333
-23.10139,30.18444
-23.09889,30.29281
-23.0945,30.63348
-23.08708,29.74562
-23.0583,28.9833
-23.05,29.9
-23.04087,30.4393
-23.03833,29.90667
-23.02258,30.75934
-23.01967,29.80426
-23.01569,30.56532
-23.0047,30.40734
-22.97489,30.48639
-22.95273,29.99541
-22.95,30.4667
-22.94146,30.8822
-22.94006,30.49858
-22.9333,30.1167
-22.90715,29.6189
-22.88972,30.47667
-22.88825,30.52914
-22.80714,30.50629
-22.76796,30.84471
-22.70771,30.86832
-22.68056,29.10722
-22.67239,30.66806
-22.62087,29.85986
-22.60063,30.8632
-22.53114,30.67075
-22.48112,30.87746
-22.34833,30.02926
